PlantID,PlantCharacteristicName,PlantCharacteristicValue,PlantCharacteristicCategory,CultivarName,SynonymName
67422,Growth Rate,Rapid,Morphology/Physiology,Platte,
67422,Growth Rate,Rapid,Morphology/Physiology,Siouxland,
67422,Growth Rate,Rapid,Morphology/Physiology,Walker,
67422,"Height at 20 Years, Maximum (feet)",70,Morphology/Physiology,Siouxland,
67422,"Height at 20 Years, Maximum (feet)",75,Morphology/Physiology,Platte,
67422,"Height at 20 Years, Maximum (feet)",80,Morphology/Physiology,,
67422,"Height at 20 Years, Maximum (feet)",80,Morphology/Physiology,Mighty Mo,
67422,"Height at 20 Years, Maximum (feet)",80,Morphology/Physiology,Ohio Red,
67422,"Height at 20 Years, Maximum (feet)",80,Morphology/Physiology,Walker,
67422,"Height, Mature (feet)",130.0,Morphology/Physiology,Mighty Mo,
67422,"Height, Mature (feet)",130.0,Morphology/Physiology,Ohio Red,
67422,"Height, Mature (feet)",130.0,Morphology/Physiology,Walker,
67422,"Height, Mature (feet)",190.0,Morphology/Physiology,,
67422,"Height, Mature (feet)",90.0,Morphology/Physiology,Platte,
67422,"Height, Mature (feet)",90.0,Morphology/Physiology,Siouxland,
67422,Known Allelopath,No,Morphology/Physiology,,
67422,Known Allelopath,No,Morphology/Physiology,Mighty Mo,
67422,Known Allelopath,No,Morphology/Physiology,Ohio Red,
67422,Known Allelopath,No,Morphology/Physiology,Platte,
67422,Known Allelopath,No,Morphology/Physiology,Siouxland,
67422,Known Allelopath,No,Morphology/Physiology,Walker,
67422,Leaf Retention,No,Morphology/Physiology,,
67422,Leaf Retention,No,Morphology/Physiology,Mighty Mo,
67422,Leaf Retention,No,Morphology/Physiology,Ohio Red,
67422,Leaf Retention,No,Morphology/Physiology,Platte,
67422,Leaf Retention,No,Morphology/Physiology,Siouxland,
67422,Leaf Retention,No,Morphology/Physiology,Walker,
67422,Lifespan,Short,Morphology/Physiology,,
67422,Lifespan,Short,Morphology/Physiology,Mighty Mo,
67422,Lifespan,Short,Morphology/Physiology,Ohio Red,
67422,Lifespan,Short,Morphology/Physiology,Platte,
67422,Lifespan,Short,Morphology/Physiology,Siouxland,
67422,Lifespan,Short,Morphology/Physiology,Walker,
67422,Low Growing Grass,No,Morphology/Physiology,,
67422,Low Growing Grass,No,Morphology/Physiology,Mighty Mo,
67422,Low Growing Grass,No,Morphology/Physiology,Ohio Red,
67422,Low Growing Grass,No,Morphology/Physiology,Platte,
67422,Low Growing Grass,No,Morphology/Physiology,Siouxland,
67422,Low Growing Grass,No,Morphology/Physiology,Walker,
67422,Nitrogen Fixation,None,Morphology/Physiology,,
67422,Nitrogen Fixation,None,Morphology/Physiology,Mighty Mo,
67422,Nitrogen Fixation,None,Morphology/Physiology,Ohio Red,
67422,Nitrogen Fixation,None,Morphology/Physiology,Platte,
67422,Nitrogen Fixation,None,Morphology/Physiology,Siouxland,
67422,Nitrogen Fixation,None,Morphology/Physiology,Walker,
67422,Resprout Ability,Yes,Morphology/Physiology,,
67422,Resprout Ability,Yes,Morphology/Physiology,Mighty Mo,
67422,Resprout Ability,Yes,Morphology/Physiology,Ohio Red,
67422,Resprout Ability,Yes,Morphology/Physiology,Platte,
67422,Resprout Ability,Yes,Morphology/Physiology,Siouxland,
67422,Resprout Ability,Yes,Morphology/Physiology,Walker,
67422,Shape and Orientation,Erect,Morphology/Physiology,,
67422,Shape and Orientation,Erect,Morphology/Physiology,Mighty Mo,
67422,Shape and Orientation,Erect,Morphology/Physiology,Ohio Red,
67422,Shape and Orientation,Erect,Morphology/Physiology,Platte,
67422,Shape and Orientation,Erect,Morphology/Physiology,Siouxland,
67422,Shape and Orientation,Erect,Morphology/Physiology,Walker,
67422,Toxicity,None,Morphology/Physiology,,
67422,Toxicity,None,Morphology/Physiology,Mighty Mo,
67422,Toxicity,None,Morphology/Physiology,Ohio Red,
67422,Toxicity,None,Morphology/Physiology,Platte,
67422,Toxicity,None,Morphology/Physiology,Siouxland,
67422,Toxicity,None,Morphology/Physiology,Walker,
67422,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
67422,Adapted to Coarse Textured Soils,Yes,Growth Requirements,Mighty Mo,
67422,Adapted to Coarse Textured Soils,Yes,Growth Requirements,Ohio Red,
67422,Adapted to Coarse Textured Soils,Yes,Growth Requirements,Platte,
67422,Adapted to Coarse Textured Soils,Yes,Growth Requirements,Siouxland,
67422,Adapted to Coarse Textured Soils,Yes,Growth Requirements,Walker,
67422,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
67422,Adapted to Fine Textured Soils,Yes,Growth Requirements,Mighty Mo,
67422,Adapted to Fine Textured Soils,Yes,Growth Requirements,Ohio Red,
67422,Adapted to Fine Textured Soils,Yes,Growth Requirements,Platte,
67422,Adapted to Fine Textured Soils,Yes,Growth Requirements,Siouxland,
67422,Adapted to Fine Textured Soils,Yes,Growth Requirements,Walker,
67422,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
67422,Adapted to Medium Textured Soils,Yes,Growth Requirements,Mighty Mo,
67422,Adapted to Medium Textured Soils,Yes,Growth Requirements,Ohio Red,
67422,Adapted to Medium Textured Soils,Yes,Growth Requirements,Platte,
67422,Adapted to Medium Textured Soils,Yes,Growth Requirements,Siouxland,
67422,Adapted to Medium Textured Soils,Yes,Growth Requirements,Walker,
67422,Anaerobic Tolerance,High,Growth Requirements,,
67422,Anaerobic Tolerance,Medium,Growth Requirements,Mighty Mo,
67422,Anaerobic Tolerance,Medium,Growth Requirements,Ohio Red,
67422,Anaerobic Tolerance,Medium,Growth Requirements,Platte,
67422,Anaerobic Tolerance,Medium,Growth Requirements,Siouxland,
67422,Anaerobic Tolerance,Medium,Growth Requirements,Walker,
67422,CaCO3 Tolerance,Medium,Growth Requirements,,
67422,CaCO3 Tolerance,Medium,Growth Requirements,Mighty Mo,
67422,CaCO3 Tolerance,Medium,Growth Requirements,Ohio Red,
67422,CaCO3 Tolerance,Medium,Growth Requirements,Platte,
67422,CaCO3 Tolerance,Medium,Growth Requirements,Siouxland,
67422,CaCO3 Tolerance,Medium,Growth Requirements,Walker,
67422,Cold Stratification Required,No,Growth Requirements,,
67422,Cold Stratification Required,No,Growth Requirements,Mighty Mo,
67422,Cold Stratification Required,No,Growth Requirements,Ohio Red,
67422,Cold Stratification Required,No,Growth Requirements,Platte,
67422,Cold Stratification Required,No,Growth Requirements,Siouxland,
67422,Cold Stratification Required,No,Growth Requirements,Walker,
67422,Drought Tolerance,Low,Growth Requirements,Mighty Mo,
67422,Drought Tolerance,Low,Growth Requirements,Ohio Red,
67422,Drought Tolerance,Low,Growth Requirements,Walker,
67422,Drought Tolerance,Medium,Growth Requirements,,
67422,Drought Tolerance,Medium,Growth Requirements,Platte,
67422,Drought Tolerance,Medium,Growth Requirements,Siouxland,
67422,Fertility Requirement,Medium,Growth Requirements,,
67422,Fertility Requirement,Medium,Growth Requirements,Mighty Mo,
67422,Fertility Requirement,Medium,Growth Requirements,Ohio Red,
67422,Fertility Requirement,Medium,Growth Requirements,Platte,
67422,Fertility Requirement,Medium,Growth Requirements,Siouxland,
67422,Fertility Requirement,Medium,Growth Requirements,Walker,
67422,Fire Tolerance,Medium,Growth Requirements,,
67422,Fire Tolerance,Medium,Growth Requirements,Mighty Mo,
67422,Fire Tolerance,Medium,Growth Requirements,Ohio Red,
67422,Fire Tolerance,Medium,Growth Requirements,Platte,
67422,Fire Tolerance,Medium,Growth Requirements,Siouxland,
67422,Fire Tolerance,Medium,Growth Requirements,Walker,
67422,"Frost Free Days, Minimum",100,Growth Requirements,,
67422,"Frost Free Days, Minimum",100,Growth Requirements,Walker,
67422,"Frost Free Days, Minimum",120,Growth Requirements,Mighty Mo,
67422,"Frost Free Days, Minimum",120,Growth Requirements,Ohio Red,
67422,"Frost Free Days, Minimum",90,Growth Requirements,Platte,
67422,"Frost Free Days, Minimum",90,Growth Requirements,Siouxland,
67422,Hedge Tolerance,Low,Growth Requirements,,
67422,Hedge Tolerance,Medium,Growth Requirements,Mighty Mo,
67422,Hedge Tolerance,Medium,Growth Requirements,Ohio Red,
67422,Hedge Tolerance,Medium,Growth Requirements,Platte,
67422,Hedge Tolerance,Medium,Growth Requirements,Siouxland,
67422,Hedge Tolerance,Medium,Growth Requirements,Walker,
67422,Moisture Use,High,Growth Requirements,,
67422,Moisture Use,High,Growth Requirements,Mighty Mo,
67422,Moisture Use,High,Growth Requirements,Ohio Red,
67422,Moisture Use,High,Growth Requirements,Platte,
67422,Moisture Use,High,Growth Requirements,Siouxland,
67422,Moisture Use,High,Growth Requirements,Walker,
67422,"pH, Maximum",6.5,Growth Requirements,,
67422,"pH, Maximum",7.0,Growth Requirements,Platte,
67422,"pH, Maximum",7.0,Growth Requirements,Siouxland,
67422,"pH, Maximum",7.3,Growth Requirements,Mighty Mo,
67422,"pH, Maximum",7.3,Growth Requirements,Ohio Red,
67422,"pH, Maximum",7.3,Growth Requirements,Walker,
67422,"pH, Minimum",4.6,Growth Requirements,,
67422,"pH, Minimum",5.0,Growth Requirements,Platte,
67422,"pH, Minimum",5.0,Growth Requirements,Siouxland,
67422,"pH, Minimum",5.2,Growth Requirements,Mighty Mo,
67422,"pH, Minimum",5.2,Growth Requirements,Ohio Red,
67422,"pH, Minimum",5.2,Growth Requirements,Walker,
67422,"Planting Density per Acre, Maximum",800,Growth Requirements,,
67422,"Planting Density per Acre, Maximum",800,Growth Requirements,Mighty Mo,
67422,"Planting Density per Acre, Maximum",800,Growth Requirements,Ohio Red,
67422,"Planting Density per Acre, Maximum",800,Growth Requirements,Platte,
67422,"Planting Density per Acre, Maximum",800,Growth Requirements,Siouxland,
67422,"Planting Density per Acre, Maximum",800,Growth Requirements,Walker,
67422,"Planting Density per Acre, Minimum",170,Growth Requirements,,
67422,"Planting Density per Acre, Minimum",300,Growth Requirements,Mighty Mo,
67422,"Planting Density per Acre, Minimum",300,Growth Requirements,Ohio Red,
67422,"Planting Density per Acre, Minimum",300,Growth Requirements,Platte,
67422,"Planting Density per Acre, Minimum",300,Growth Requirements,Siouxland,
67422,"Planting Density per Acre, Minimum",300,Growth Requirements,Walker,
67422,"Precipitation, Maximum",40,Growth Requirements,Platte,
67422,"Precipitation, Maximum",40,Growth Requirements,Siouxland,
67422,"Precipitation, Maximum",55,Growth Requirements,,
67422,"Precipitation, Maximum",60,Growth Requirements,Mighty Mo,
67422,"Precipitation, Maximum",60,Growth Requirements,Ohio Red,
67422,"Precipitation, Maximum",60,Growth Requirements,Walker,
67422,"Precipitation, Minimum",14,Growth Requirements,Mighty Mo,
67422,"Precipitation, Minimum",16,Growth Requirements,Platte,
67422,"Precipitation, Minimum",16,Growth Requirements,Siouxland,
67422,"Precipitation, Minimum",16,Growth Requirements,Walker,
67422,"Precipitation, Minimum",18,Growth Requirements,,
67422,"Precipitation, Minimum",24,Growth Requirements,Ohio Red,
67422,"Root Depth, Minimum (inches)",24,Growth Requirements,,
67422,"Root Depth, Minimum (inches)",24,Growth Requirements,Platte,
67422,"Root Depth, Minimum (inches)",24,Growth Requirements,Siouxland,
67422,"Root Depth, Minimum (inches)",32,Growth Requirements,Mighty Mo,
67422,"Root Depth, Minimum (inches)",32,Growth Requirements,Ohio Red,
67422,"Root Depth, Minimum (inches)",32,Growth Requirements,Walker,
67422,Salinity Tolerance,Medium,Growth Requirements,,
67422,Salinity Tolerance,Medium,Growth Requirements,Mighty Mo,
67422,Salinity Tolerance,Medium,Growth Requirements,Ohio Red,
67422,Salinity Tolerance,Medium,Growth Requirements,Platte,
67422,Salinity Tolerance,Medium,Growth Requirements,Siouxland,
67422,Salinity Tolerance,Medium,Growth Requirements,Walker,
67422,Shade Tolerance,Intolerant,Growth Requirements,,
67422,Shade Tolerance,Intolerant,Growth Requirements,Mighty Mo,
67422,Shade Tolerance,Intolerant,Growth Requirements,Ohio Red,
67422,Shade Tolerance,Intolerant,Growth Requirements,Platte,
67422,Shade Tolerance,Intolerant,Growth Requirements,Siouxland,
67422,Shade Tolerance,Intolerant,Growth Requirements,Walker,
67422,"Temperature, Minimum (°F)",-28,Growth Requirements,Mighty Mo,
67422,"Temperature, Minimum (°F)",-28,Growth Requirements,Ohio Red,
67422,"Temperature, Minimum (°F)",-33,Growth Requirements,Platte,
67422,"Temperature, Minimum (°F)",-33,Growth Requirements,Siouxland,
67422,"Temperature, Minimum (°F)",-43,Growth Requirements,,
67422,"Temperature, Minimum (°F)",-48,Growth Requirements,Walker,
67422,Bloom Period,Mid Spring,Reproduction,Mighty Mo,
67422,Bloom Period,Mid Spring,Reproduction,Ohio Red,
67422,Bloom Period,Mid Spring,Reproduction,Walker,
67422,Bloom Period,Spring,Reproduction,,
67422,Bloom Period,Spring,Reproduction,Platte,
67422,Bloom Period,Spring,Reproduction,Siouxland,
67422,Commercial Availability,Routinely Available,Reproduction,,
67422,Commercial Availability,Routinely Available,Reproduction,Mighty Mo,
67422,Commercial Availability,Routinely Available,Reproduction,Ohio Red,
67422,Commercial Availability,Routinely Available,Reproduction,Platte,
67422,Commercial Availability,Routinely Available,Reproduction,Siouxland,
67422,Commercial Availability,Routinely Available,Reproduction,Walker,
67422,Fruit/Seed Abundance,High,Reproduction,,
67422,Fruit/Seed Abundance,High,Reproduction,Mighty Mo,
67422,Fruit/Seed Abundance,High,Reproduction,Ohio Red,
67422,Fruit/Seed Abundance,High,Reproduction,Walker,
67422,Fruit/Seed Period Begin,Spring,Reproduction,,
67422,Fruit/Seed Period Begin,Spring,Reproduction,Mighty Mo,
67422,Fruit/Seed Period Begin,Spring,Reproduction,Ohio Red,
67422,Fruit/Seed Period Begin,Spring,Reproduction,Walker,
67422,Fruit/Seed Period End,Spring,Reproduction,,
67422,Fruit/Seed Period End,Summer,Reproduction,Mighty Mo,
67422,Fruit/Seed Period End,Summer,Reproduction,Ohio Red,
67422,Fruit/Seed Period End,Summer,Reproduction,Walker,
67422,Fruit/Seed Persistence,No,Reproduction,,
67422,Fruit/Seed Persistence,No,Reproduction,Mighty Mo,
67422,Fruit/Seed Persistence,No,Reproduction,Ohio Red,
67422,Fruit/Seed Persistence,No,Reproduction,Platte,
67422,Fruit/Seed Persistence,No,Reproduction,Siouxland,
67422,Fruit/Seed Persistence,No,Reproduction,Walker,
67422,Propagated by Bare Root,Yes,Reproduction,,
67422,Propagated by Bare Root,Yes,Reproduction,Mighty Mo,
67422,Propagated by Bare Root,Yes,Reproduction,Ohio Red,
67422,Propagated by Bare Root,Yes,Reproduction,Platte,
67422,Propagated by Bare Root,Yes,Reproduction,Siouxland,
67422,Propagated by Bare Root,Yes,Reproduction,Walker,
67422,Propagated by Bulb,No,Reproduction,,
67422,Propagated by Bulb,No,Reproduction,Mighty Mo,
67422,Propagated by Bulb,No,Reproduction,Ohio Red,
67422,Propagated by Bulb,No,Reproduction,Platte,
67422,Propagated by Bulb,No,Reproduction,Siouxland,
67422,Propagated by Bulb,No,Reproduction,Walker,
67422,Propagated by Container,Yes,Reproduction,,
67422,Propagated by Container,Yes,Reproduction,Mighty Mo,
67422,Propagated by Container,Yes,Reproduction,Ohio Red,
67422,Propagated by Container,Yes,Reproduction,Platte,
67422,Propagated by Container,Yes,Reproduction,Siouxland,
67422,Propagated by Container,Yes,Reproduction,Walker,
67422,Propagated by Corm,No,Reproduction,,
67422,Propagated by Corm,No,Reproduction,Mighty Mo,
67422,Propagated by Corm,No,Reproduction,Ohio Red,
67422,Propagated by Corm,No,Reproduction,Platte,
67422,Propagated by Corm,No,Reproduction,Siouxland,
67422,Propagated by Corm,No,Reproduction,Walker,
67422,Propagated by Cuttings,Yes,Reproduction,,
67422,Propagated by Cuttings,Yes,Reproduction,Mighty Mo,
67422,Propagated by Cuttings,Yes,Reproduction,Ohio Red,
67422,Propagated by Cuttings,Yes,Reproduction,Platte,
67422,Propagated by Cuttings,Yes,Reproduction,Siouxland,
67422,Propagated by Cuttings,Yes,Reproduction,Walker,
67422,Propagated by Seed,No,Reproduction,Platte,
67422,Propagated by Seed,No,Reproduction,Siouxland,
67422,Propagated by Seed,Yes,Reproduction,,
67422,Propagated by Seed,Yes,Reproduction,Mighty Mo,
67422,Propagated by Seed,Yes,Reproduction,Ohio Red,
67422,Propagated by Seed,Yes,Reproduction,Walker,
67422,Propagated by Sod,No,Reproduction,,
67422,Propagated by Sod,No,Reproduction,Mighty Mo,
67422,Propagated by Sod,No,Reproduction,Ohio Red,
67422,Propagated by Sod,No,Reproduction,Platte,
67422,Propagated by Sod,No,Reproduction,Siouxland,
67422,Propagated by Sod,No,Reproduction,Walker,
67422,Propagated by Sprigs,No,Reproduction,,
67422,Propagated by Sprigs,No,Reproduction,Mighty Mo,
67422,Propagated by Sprigs,No,Reproduction,Ohio Red,
67422,Propagated by Sprigs,No,Reproduction,Platte,
67422,Propagated by Sprigs,No,Reproduction,Siouxland,
67422,Propagated by Sprigs,No,Reproduction,Walker,
67422,Propagated by Tubers,No,Reproduction,,
67422,Propagated by Tubers,No,Reproduction,Mighty Mo,
67422,Propagated by Tubers,No,Reproduction,Ohio Red,
67422,Propagated by Tubers,No,Reproduction,Platte,
67422,Propagated by Tubers,No,Reproduction,Siouxland,
67422,Propagated by Tubers,No,Reproduction,Walker,
67422,Seed per Pound,350000,Reproduction,Mighty Mo,
67422,Seed per Pound,350000,Reproduction,Ohio Red,
67422,Seed per Pound,350000,Reproduction,Walker,
67422,Seed per Pound,425000,Reproduction,,
67422,Seed Spread Rate,None,Reproduction,Platte,
67422,Seed Spread Rate,None,Reproduction,Siouxland,
67422,Seed Spread Rate,Rapid,Reproduction,,
67422,Seed Spread Rate,Slow,Reproduction,Mighty Mo,
67422,Seed Spread Rate,Slow,Reproduction,Ohio Red,
67422,Seed Spread Rate,Slow,Reproduction,Walker,
67422,Seedling Vigor,High,Reproduction,,
67422,Seedling Vigor,Low,Reproduction,Mighty Mo,
67422,Seedling Vigor,Low,Reproduction,Ohio Red,
67422,Seedling Vigor,Low,Reproduction,Walker,
67422,Small Grain,No,Reproduction,,
67422,Small Grain,No,Reproduction,Mighty Mo,
67422,Small Grain,No,Reproduction,Ohio Red,
67422,Small Grain,No,Reproduction,Platte,
67422,Small Grain,No,Reproduction,Siouxland,
67422,Small Grain,No,Reproduction,Walker,
67422,Vegetative Spread Rate,Slow,Reproduction,,
67422,Vegetative Spread Rate,Slow,Reproduction,Mighty Mo,
67422,Vegetative Spread Rate,Slow,Reproduction,Ohio Red,
67422,Vegetative Spread Rate,Slow,Reproduction,Platte,
67422,Vegetative Spread Rate,Slow,Reproduction,Siouxland,
67422,Vegetative Spread Rate,Slow,Reproduction,Walker,
67422,Berry/Nut/Seed Product,No,Suitability/Use,,
67422,Berry/Nut/Seed Product,No,Suitability/Use,Mighty Mo,
67422,Berry/Nut/Seed Product,No,Suitability/Use,Ohio Red,
67422,Berry/Nut/Seed Product,No,Suitability/Use,Platte,
67422,Berry/Nut/Seed Product,No,Suitability/Use,Siouxland,
67422,Berry/Nut/Seed Product,No,Suitability/Use,Walker,
67422,Christmas Tree Product,No,Suitability/Use,,
67422,Christmas Tree Product,No,Suitability/Use,Mighty Mo,
67422,Christmas Tree Product,No,Suitability/Use,Ohio Red,
67422,Christmas Tree Product,No,Suitability/Use,Platte,
67422,Christmas Tree Product,No,Suitability/Use,Siouxland,
67422,Christmas Tree Product,No,Suitability/Use,Walker,
67422,Fodder Product,No,Suitability/Use,,
67422,Fodder Product,No,Suitability/Use,Mighty Mo,
67422,Fodder Product,No,Suitability/Use,Ohio Red,
67422,Fodder Product,No,Suitability/Use,Platte,
67422,Fodder Product,No,Suitability/Use,Siouxland,
67422,Fodder Product,No,Suitability/Use,Walker,
67422,Fuelwood Product,Low,Suitability/Use,,
67422,Fuelwood Product,Low,Suitability/Use,Mighty Mo,
67422,Fuelwood Product,Low,Suitability/Use,Ohio Red,
67422,Fuelwood Product,Low,Suitability/Use,Platte,
67422,Fuelwood Product,Low,Suitability/Use,Siouxland,
67422,Fuelwood Product,Low,Suitability/Use,Walker,
67422,Lumber Product,No,Suitability/Use,Platte,
67422,Lumber Product,No,Suitability/Use,Siouxland,
67422,Lumber Product,Yes,Suitability/Use,,
67422,Lumber Product,Yes,Suitability/Use,Mighty Mo,
67422,Lumber Product,Yes,Suitability/Use,Ohio Red,
67422,Lumber Product,Yes,Suitability/Use,Walker,
67422,Naval Store Product,No,Suitability/Use,,
67422,Naval Store Product,No,Suitability/Use,Mighty Mo,
67422,Naval Store Product,No,Suitability/Use,Ohio Red,
67422,Naval Store Product,No,Suitability/Use,Platte,
67422,Naval Store Product,No,Suitability/Use,Siouxland,
67422,Naval Store Product,No,Suitability/Use,Walker,
67422,Nursery Stock Product,No,Suitability/Use,Mighty Mo,
67422,Nursery Stock Product,No,Suitability/Use,Ohio Red,
67422,Nursery Stock Product,No,Suitability/Use,Walker,
67422,Nursery Stock Product,Yes,Suitability/Use,,
67422,Nursery Stock Product,Yes,Suitability/Use,Platte,
67422,Nursery Stock Product,Yes,Suitability/Use,Siouxland,
67422,Palatable Browse Animal,Medium,Suitability/Use,,
67422,Palatable Browse Animal,Medium,Suitability/Use,Mighty Mo,
67422,Palatable Browse Animal,Medium,Suitability/Use,Ohio Red,
67422,Palatable Browse Animal,Medium,Suitability/Use,Platte,
67422,Palatable Browse Animal,Medium,Suitability/Use,Siouxland,
67422,Palatable Browse Animal,Medium,Suitability/Use,Walker,
67422,Palatable Graze Animal,Low,Suitability/Use,,
67422,Palatable Graze Animal,Low,Suitability/Use,Platte,
67422,Palatable Graze Animal,Low,Suitability/Use,Siouxland,
67422,Palatable Graze Animal,Medium,Suitability/Use,Mighty Mo,
67422,Palatable Graze Animal,Medium,Suitability/Use,Ohio Red,
67422,Palatable Graze Animal,Medium,Suitability/Use,Walker,
67422,Palatable Human,No,Suitability/Use,,
67422,Palatable Human,No,Suitability/Use,Mighty Mo,
67422,Palatable Human,No,Suitability/Use,Ohio Red,
67422,Palatable Human,No,Suitability/Use,Platte,
67422,Palatable Human,No,Suitability/Use,Siouxland,
67422,Palatable Human,No,Suitability/Use,Walker,
67422,Post Product,No,Suitability/Use,,
67422,Post Product,No,Suitability/Use,Mighty Mo,
67422,Post Product,No,Suitability/Use,Ohio Red,
67422,Post Product,No,Suitability/Use,Platte,
67422,Post Product,No,Suitability/Use,Siouxland,
67422,Post Product,No,Suitability/Use,Walker,
67422,Protein Potential,Low,Suitability/Use,Mighty Mo,
67422,Protein Potential,Low,Suitability/Use,Ohio Red,
67422,Protein Potential,Low,Suitability/Use,Walker,
67422,Protein Potential,Medium,Suitability/Use,,
67422,Protein Potential,Medium,Suitability/Use,Platte,
67422,Protein Potential,Medium,Suitability/Use,Siouxland,
67422,Pulpwood Product,No,Suitability/Use,Platte,
67422,Pulpwood Product,No,Suitability/Use,Siouxland,
67422,Pulpwood Product,Yes,Suitability/Use,,
67422,Pulpwood Product,Yes,Suitability/Use,Mighty Mo,
67422,Pulpwood Product,Yes,Suitability/Use,Ohio Red,
67422,Pulpwood Product,Yes,Suitability/Use,Walker,
67422,Veneer Product,No,Suitability/Use,,
67422,Veneer Product,No,Suitability/Use,Platte,
67422,Veneer Product,No,Suitability/Use,Siouxland,
67422,Veneer Product,Yes,Suitability/Use,Mighty Mo,
67422,Veneer Product,Yes,Suitability/Use,Ohio Red,
67422,Veneer Product,Yes,Suitability/Use,Walker,
29532,Active Growth Period,Spring,Morphology/Physiology,,
29532,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
29532,Bloat,None,Morphology/Physiology,,
29532,Coppice Potential,No,Morphology/Physiology,,
29532,Fall Conspicuous,No,Morphology/Physiology,,
29532,Fire Resistant,No,Morphology/Physiology,,
29532,Flower Color,Blue,Morphology/Physiology,,
29532,Flower Conspicuous,Yes,Morphology/Physiology,,
29532,Foliage Color,Green,Morphology/Physiology,,
29532,Foliage Porosity Summer,Moderate,Morphology/Physiology,,
29532,Foliage Porosity Winter,Porous,Morphology/Physiology,,
29532,Foliage Texture,Coarse,Morphology/Physiology,,
29532,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
29532,Growth Form,Bunch,Morphology/Physiology,,
29532,Growth Rate,Moderate,Morphology/Physiology,,
29532,"Height, Mature (feet)",3.2,Morphology/Physiology,,
29532,Known Allelopath,No,Morphology/Physiology,,
29532,Leaf Retention,No,Morphology/Physiology,,
29532,Lifespan,Moderate,Morphology/Physiology,,
29532,Low Growing Grass,No,Morphology/Physiology,,
29532,Nitrogen Fixation,None,Morphology/Physiology,,
29532,Resprout Ability,No,Morphology/Physiology,,
29532,Shape and Orientation,Erect,Morphology/Physiology,,
29532,Toxicity,None,Morphology/Physiology,,
29532,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
29532,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
29532,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
29532,Anaerobic Tolerance,High,Growth Requirements,,
29532,CaCO3 Tolerance,Medium,Growth Requirements,,
29532,Cold Stratification Required,No,Growth Requirements,,
29532,Drought Tolerance,None,Growth Requirements,,
29532,Fertility Requirement,Medium,Growth Requirements,,
29532,"Frost Free Days, Minimum",110,Growth Requirements,,
29532,Hedge Tolerance,None,Growth Requirements,,
29532,Moisture Use,High,Growth Requirements,,
29532,"pH, Maximum",8.7,Growth Requirements,,
29532,"pH, Minimum",4.9,Growth Requirements,,
29532,"Planting Density per Acre, Maximum",3700,Growth Requirements,,
29532,"Planting Density per Acre, Minimum",2728,Growth Requirements,,
29532,"Precipitation, Maximum",60,Growth Requirements,,
29532,"Precipitation, Minimum",40,Growth Requirements,,
29532,"Root Depth, Minimum (inches)",10,Growth Requirements,,
29532,Salinity Tolerance,Low,Growth Requirements,,
29532,Shade Tolerance,Intolerant,Growth Requirements,,
29532,"Temperature, Minimum (°F)",-23,Growth Requirements,,
29532,Bloom Period,Late Spring,Reproduction,,
29532,Commercial Availability,Routinely Available,Reproduction,,
29532,Fruit/Seed Abundance,Medium,Reproduction,,
29532,Fruit/Seed Period Begin,Summer,Reproduction,,
29532,Fruit/Seed Period End,Fall,Reproduction,,
29532,Fruit/Seed Persistence,Yes,Reproduction,,
29532,Propagated by Bare Root,No,Reproduction,,
29532,Propagated by Bulb,No,Reproduction,,
29532,Propagated by Container,No,Reproduction,,
29532,Propagated by Corm,No,Reproduction,,
29532,Propagated by Cuttings,No,Reproduction,,
29532,Propagated by Seed,Yes,Reproduction,,
29532,Propagated by Sod,No,Reproduction,,
29532,Propagated by Sprigs,Yes,Reproduction,,
29532,Propagated by Tubers,No,Reproduction,,
29532,Seed per Pound,5000,Reproduction,,
29532,Seed Spread Rate,Rapid,Reproduction,,
29532,Seedling Vigor,Medium,Reproduction,,
29532,Small Grain,No,Reproduction,,
29532,Vegetative Spread Rate,None,Reproduction,,
29532,Berry/Nut/Seed Product,No,Suitability/Use,,
29532,Christmas Tree Product,No,Suitability/Use,,
29532,Fodder Product,No,Suitability/Use,,
29532,Lumber Product,No,Suitability/Use,,
29532,Naval Store Product,No,Suitability/Use,,
29532,Nursery Stock Product,No,Suitability/Use,,
29532,Palatable Graze Animal,Medium,Suitability/Use,,
29532,Palatable Human,No,Suitability/Use,,
29532,Post Product,No,Suitability/Use,,
29532,Pulpwood Product,No,Suitability/Use,,
29532,Veneer Product,No,Suitability/Use,,
61598,Active Growth Period,Spring and Summer,Morphology/Physiology,,
61598,After Harvest Regrowth Rate,Slow,Morphology/Physiology,,
61598,Bloat,None,Morphology/Physiology,,
61598,C:N Ratio,Low,Morphology/Physiology,,
61598,Coppice Potential,No,Morphology/Physiology,,
61598,Fall Conspicuous,No,Morphology/Physiology,,
61598,Fire Resistant,No,Morphology/Physiology,,
61598,Flower Color,White,Morphology/Physiology,,
61598,Flower Conspicuous,Yes,Morphology/Physiology,,
