Symbol,Scientific Name,Common Name,Genus,Species
CACR8,Carex crus-corvi Shuttlw. ex Kunze,ravenfoot sedge,Carex,crus-corvi
CACR9,Carex cryptolepis Mack.,northeastern sedge,Carex,cryptolepis
CACU3,Carex cumulata (L.H. Bailey) Fernald,clustered sedge,Carex,cumulata
CADA,Carex davisii Schwein. & Torr.,Davis' sedge,Carex,davisii
CADE5,Carex debilis Michx.,white edge sedge,Carex,debilis
CADE6,Carex decomposita Muhl.,cypressknee sedge,Carex,decomposita
CADE7,Carex deflexa Hornem.,northern sedge,Carex,deflexa
CADE9,Carex deweyana Schwein.,Dewey sedge,Carex,deweyana
CADI4,Carex diandra Schrank,lesser panicled sedge,Carex,diandra
CADI5,Carex digitalis Willd.,slender woodland sedge,Carex,digitalis
CADI6,Carex disperma Dewey,softleaf sedge,Carex,disperma
CAEB2,Carex eburnea Boott,bristleleaf sedge,Carex,eburnea
CAEC,Carex echinata Murray,star sedge,Carex,echinata
CAEM2,Carex emoryi Dewey,Emory's sedge,Carex,emoryi
CAEX7,Carex exilis Dewey,coastal sedge,Carex,exilis
CAFE3,Carex festucacea Schkuhr ex Willd.,fescue sedge,Carex,festucacea
CAFL4,Carex flava L.,yellow sedge,Carex,flava
CAFO6,Carex folliculata L.,northern long sedge,Carex,folliculata
CAFO4,Carex formosa Dewey,handsome sedge,Carex,formosa
CAFR3,Carex frankii Kunth,Frank's sedge,Carex,frankii
CAGA3,Carex garberi Fernald,elk sedge,Carex,garberi
CAGR8,Carex gracilescens Steud.,slender looseflower sedge,Carex,gracilescens
CAGR2,Carex gracillima Schwein.,graceful sedge,Carex,gracillima
CAGR3,Carex granularis Muhl. ex Willd.,limestone meadow sedge,Carex,granularis
CAGR4,Carex gravida L.H. Bailey,heavy sedge,Carex,gravida
CAGR5,Carex grayi Carey,Gray's sedge,Carex,grayi
CAGR24,Carex grisea Wahlenb.,inflated narrow-leaf sedge,Carex,grisea
CAGY4,Carex gynandra Schwein.,nodding sedge,Carex,gynandra
CAGY2,Carex gynocrates Wormsk. ex Drejer,northern bog sedge,Carex,gynocrates
CAHA7,Carex haydenii Dewey,Hayden's sedge,Carex,haydenii
CAHE4,Carex heleonastes L. f.,Hudson Bay sedge,Carex,heleonastes
CAHI6,Carex hirsutella Mack.,fuzzy wuzzy sedge,Carex,hirsutella
CAHI5,Carex hirtifolia Mack.,pubescent sedge,Carex,hirtifolia
CAHI8,Carex hitchcockiana Dewey,Hitchcock's sedge,Carex,hitchcockiana
CAHO9,Carex houghtoniana Torr. ex Dewey,Houghton's sedge,Carex,houghtoniana
CAHY3,Carex hyalinolepis Steud.,shoreline sedge,Carex,hyalinolepis
CAHY4,Carex hystericina Muhl. ex Willd.,bottlebrush sedge,Carex,hystericina
CAIN9,Carex inops L.H. Bailey,long-stolon sedge,Carex,inops
CAINH2,Carex inops L.H. Bailey ssp. heliophila (Mack.) Crins,sun sedge,Carex,inops
CAIN11,Carex interior L.H. Bailey,inland sedge,Carex,interior
CAIN12,Carex intumescens Rudge,greater bladder sedge,Carex,intumescens
CAJA2,Carex jamesii Schwein.,James' sedge,Carex,jamesii
CALA16,Carex lacustris Willd.,hairy sedge,Carex,lacustris
CALA14,Carex laevivaginata (Kük.) Mack.,smoothsheath sedge,Carex,laevivaginata
CALA15,Carex lapponica O.F. Lang,Lapland sedge,Carex,lapponica
CALA11,Carex lasiocarpa Ehrh.,woollyfruit sedge,Carex,lasiocarpa
CALAA,Carex lasiocarpa Ehrh. var. americana Fernald,American woollyfruit sedge,Carex,lasiocarpa
CALA18,Carex laxiculmis Schwein.,spreading sedge,Carex,laxiculmis
CALA19,Carex laxiflora Lam.,broad looseflower sedge,Carex,laxiflora
CALE6,Carex leavenworthii Dewey,Leavenworth's sedge,Carex,leavenworthii
CALE8,Carex lenticularis Michx.,lakeshore sedge,Carex,lenticularis
CALE10,Carex leptalea Wahlenb.,bristlystalked sedge,Carex,leptalea
CALEH,Carex leptalea Wahlenb. ssp. harperi (Fernald) W. Stone,Harper's sedge,Carex,leptalea
CALE11,Carex leptonervia (Fernald) Fernald,nerveless woodland sedge,Carex,leptonervia
CALI7,Carex limosa L.,mud sedge,Carex,limosa
CALI,Carex livida (Wahlenb.) Willd.,livid sedge,Carex,livida
CALO5,Carex longii Mack.,Long's sedge,Carex,longii
CALU17,Carex lucorum Willd. ex Link,Blue Ridge sedge,Carex,lucorum
CALU3,Carex lupuliformis Sartwell ex Dewey,false hop sedge,Carex,lupuliformis
CALU4,Carex lupulina Muhl. ex Willd.,hop sedge,Carex,lupulina
CALU5,Carex lurida Wahlenb.,shallow sedge,Carex,lurida
CAMA12,Carex magellanica Lam.,boreal bog sedge,Carex,magellanica
CAME2,Carex meadii Dewey,Mead's sedge,Carex,meadii
CAME12,Carex merritt-fernaldii Mack.,Fernald's sedge,Carex,merritt-fernaldii
CAME13,Carex mesochorea Mack.,midland sedge,Carex,mesochorea
CAMI15,Carex michauxiana Boeckeler,Michaux's sedge,Carex,michauxiana
CAMO11,Carex molesta Mack. ex Bright,troublesome sedge,Carex,molesta
CAMU4,Carex muehlenbergii Schkuhr ex Willd.,Muhlenberg's sedge,Carex,muehlenbergii
CAMU9,Carex muskingumensis Schwein.,Muskingum sedge,Carex,muskingumensis
CANI5,Carex nigra (L.) Reichard,smooth black sedge,Carex,nigra
CANO,Carex normalis Mack.,greater straw sedge,Carex,normalis
CANO2,Carex norvegica Retz.,Norway sedge,Carex,norvegica
CANOI,Carex norvegica Retz. ssp. inferalpina (Wahlenb.) Hultén,closedhead sedge,Carex,norvegica
CANO4,Carex novae-angliae Schwein.,New England sedge,Carex,novae-angliae
CAOL2,Carex oligocarpa Schkuhr ex Willd.,richwoods sedge,Carex,oligocarpa
CAOL3,Carex oligosperma Michx.,fewseed sedge,Carex,oligosperma
CAOR5,Carex ormostachya Wiegand,necklace spike sedge,Carex,ormostachya
CAPA17,Carex pallescens L.,pale sedge,Carex,pallescens
CAPA19,Carex pauciflora Lightf.,fewflower sedge,Carex,pauciflora
CAPE11,Carex peckii Howe,Peck's sedge,Carex,peckii
CAPE4,Carex pedunculata Muhl. ex Willd.,longstalk sedge,Carex,pedunculata
CAPE42,Carex pellita Muhl. ex Willd.,woolly sedge,Carex,pellita
CAPE6,Carex pensylvanica Lam.,Pennsylvania sedge,Carex,pensylvanica
CAPL4,Carex plantaginea Lam.,plantainleaf sedge,Carex,plantaginea
CAPL5,Carex platyphylla Carey,broadleaf sedge,Carex,platyphylla
CAPR5,Carex praegracilis W. Boott,clustered field sedge,Carex,praegracilis
CAPR6,Carex prairea Dewey ex Alph. Wood,prairie sedge,Carex,prairea
CAPR12,Carex prasina Wahlenb.,drooping sedge,Carex,prasina
CAPR7,Carex praticola Rydb.,meadow sedge,Carex,praticola
CAPR9,Carex projecta Mack.,necklace sedge,Carex,projecta
CAPS,Carex pseudocyperus L.,cypress-like sedge,Carex,pseudocyperus
CARA8,Carex radiata (Wahlenb.) Small,eastern star sedge,Carex,radiata
CARE9,Carex retroflexa Muhl. ex Willd.,reflexed sedge,Carex,retroflexa
CARE4,Carex retrorsa Schwein.,knotsheath sedge,Carex,retrorsa
CARI,Carex richardsonii R. Br.,Richardson's sedge,Carex,richardsonii
CARO22,Carex rosea Schkuhr ex Willd.,rosy sedge,Carex,rosea
CARO5,Carex rossii Boott,Ross' sedge,Carex,rossii
CARO6,Carex rostrata Stokes,beaked sedge,Carex,rostrata
CASA8,Carex sartwellii Dewey,Sartwell's sedge,Carex,sartwellii
CASC13,Carex scabrata Schwein.,eastern rough sedge,Carex,scabrata
CASC9,Carex schweinitzii Dewey ex Schwein.,Schweinitz's sedge,Carex,schweinitzii
CASC10,Carex scirpoidea Michx.,northern singlespike sedge,Carex,scirpoidea
CASC11,Carex scoparia Schkuhr ex Willd.,broom sedge,Carex,scoparia
CASE6,Carex seorsa Howe,weak stellate sedge,Carex,seorsa
CASI12,Carex siccata Dewey,dryspike sedge,Carex,siccata
CASP3,Carex sparganioides Muhl. ex Willd.,bur-reed sedge,Carex,sparganioides
CASP7,Carex sprengelii Dewey ex Spreng.,Sprengel's sedge,Carex,sprengelii
CASQ2,Carex squarrosa L.,squarrose sedge,Carex,squarrosa
CAST16,Carex sterilis Willd.,dioecious sedge,Carex,sterilis
CAST5,Carex stipata Muhl. ex Willd.,awlfruit sedge,Carex,stipata
CASTS3,Carex stipata Muhl. ex Willd. var. stipata,owlfruit sedge,Carex,stipata
CAST6,Carex straminea Willd. ex Schkuhr,eastern straw sedge,Carex,straminea
CAST17,Carex striatula Michx.,lined sedge,Carex,striatula
CAST8,Carex stricta Lam.,upright sedge,Carex,stricta
CASU5,Carex suberecta (Olney) Britton,prairie straw sedge,Carex,suberecta
CASW,Carex swanii (Fernald) Mack.,Swan's sedge,Carex,swanii
CASY,Carex sychnocephala Carey,manyhead sedge,Carex,sychnocephala
CATE3,Carex tenera Dewey,quill sedge,Carex,tenera
CATE5,Carex tenuiflora Wahlenb.,sparseflower sedge,Carex,tenuiflora
CATE6,Carex tetanica Schkuhr,rigid sedge,Carex,tetanica
CATI2,Carex tincta (Fernald) Fernald,tinged sedge,Carex,tincta
CATO10,Carex tonsa (Fernald) E.P. Bicknell,shaved sedge,Carex,tonsa
CATOR,Carex tonsa (Fernald) E.P. Bicknell var. rugosperma (Mack.) Crins,parachute sedge,Carex,tonsa
CATR7,Carex tribuloides Wahlenb.,blunt broom sedge,Carex,tribuloides
CATR8,Carex trichocarpa Muhl. ex Willd.,hairyfruit sedge,Carex,trichocarpa
CATR10,Carex trisperma Dewey,threeseeded sedge,Carex,trisperma
CATU2,Carex tuckermanii Dewey,Tuckerman's sedge,Carex,tuckermanii
CATY,Carex typhina Michx.,cattail sedge,Carex,typhina
CAUM4,Carex umbellata Schkuhr ex Willd.,parasol sedge,Carex,umbellata
CAUT,Carex utriculata Boott,Northwest Territory sedge,Carex,utriculata
CAVA2,Carex vaginata Tausch,sheathed sedge,Carex,vaginata
CAVE6,Carex vesicaria L.,blister sedge,Carex,vesicaria
CAVI4,Carex virescens Muhl. ex Willd.,ribbed sedge,Carex,virescens
CAVI30,"Carex viridistellata Derieg, Reznicek, & Bruederle",greenstar sedge,Carex,viridistellata
CAVI5,Carex viridula Michx.,little green sedge,Carex,viridula
CAVU2,Carex vulpinoidea Michx.,fox sedge,Carex,vulpinoidea
CAWI7,Carex wiegandii Mack.,Wiegand's sedge,Carex,wiegandii
CAWO2,Carex woodii Dewey,pretty sedge,Carex,woodii
CACA18,Carpinus caroliniana Walter,American hornbeam,Carpinus,caroliniana
CACO15,Carya cordiformis (Wangenh.) K. Koch,bitternut hickory,Carya,cordiformis
CAGL8,Carya glabra (Mill.) Sweet,pignut hickory,Carya,glabra
CALA21,Carya laciniosa (Michx. f.) G. Don,shellbark hickory,Carya,laciniosa
CAOV3,Carya ovalis (Wangenh.) Sarg.,red hickory,Carya,ovalis
CAOV2,Carya ovata (Mill.) K. Koch,shagbark hickory,Carya,ovata
CATO6,Carya tomentosa (Lam.) Nutt.,mockernut hickory,Carya,tomentosa
CADE12,Castanea dentata (Marshall) Borkh.,American chestnut,Castanea,dentata
CACO17,Castilleja coccinea (L.) Spreng.,scarlet Indian paintbrush,Castilleja,coccinea
CASE4,Castilleja septentrionalis Lindl.,Labrador Indian paintbrush,Castilleja,septentrionalis
CABI8,Catalpa bignonioides Walter,southern catalpa,Catalpa,bignonioides
CASP8,Catalpa speciosa (Warder) Warder ex Engelm.,northern catalpa,Catalpa,speciosa
CAGI6,Caulophyllum giganteum (Farw.) Loconte & Blackwell,giant blue cohosh,Caulophyllum,giganteum
CATH2,Caulophyllum thalictroides (L.) Michx.,blue cohosh,Caulophyllum,thalictroides
CEAM,Ceanothus americanus L.,New Jersey tea,Ceanothus,americanus
CEHE,Ceanothus herbaceus Raf.,Jersey tea,Ceanothus,herbaceus
CESA,Ceanothus sanguineus Pursh,redstem ceanothus,Ceanothus,sanguineus
CESC,Celastrus scandens L.,American bittersweet,Celastrus,scandens
CEOC,Celtis occidentalis L.,common hackberry,Celtis,occidentalis
CEPU10,Celtis pumila Pursh,dwarf hackberry,Celtis,pumila
CELO3,Cenchrus longispinus (Hack.) Fernald,mat sandbur,Cenchrus,longispinus
CEOC2,Cephalanthus occidentalis L.,common buttonbush,Cephalanthus,occidentalis
CEAR4,Cerastium arvense L.,field chickweed,Cerastium,arvense
CENU2,Cerastium nutans Raf.,nodding chickweed,Cerastium,nutans
CEDE4,Ceratophyllum demersum L.,coon's tail,Ceratophyllum,demersum
CEEC2,Ceratophyllum echinatum A. Gray,spineless hornwort,Ceratophyllum,echinatum
CECA4,Cercis canadensis L.,eastern redbud,Cercis,canadensis
CHPR,Chaerophyllum procumbens (L.) Crantz,spreading chervil,Chaerophyllum,procumbens
CHFA2,Chamaecrista fasciculata (Michx.) Greene,partridge pea,Chamaecrista,fasciculata
CHNI2,Chamaecrista nictitans (L.) Moench,sensitive partridge pea,Chamaecrista,nictitans
CHCA2,Chamaedaphne calyculata (L.) Moench,leatherleaf,Chamaedaphne,calyculata
CHLU,Chamaelirium luteum (L.) A. Gray,fairywand,Chamaelirium,luteum
CHER,Chamaerhodos erecta (L.) Bunge,little rose,Chamaerhodos,erecta
CHERN,Chamaerhodos erecta (L.) Bunge ssp. nuttallii (Pickering ex Rydb.) Hultén,Nuttall's little rose,Chamaerhodos,erecta
CHGE2,Chamaesyce geyeri (Engelm. & A. Gray) Small,Geyer's sandmat,Chamaesyce,geyeri
CHGL13,Chamaesyce glyptosperma (Engelm.) Small,ribseed sandmat,Chamaesyce,glyptosperma
CHHI3,Chamaesyce hirta (L.) Millsp.,pillpod sandmat,Chamaesyce,hirta
CHMA15,Chamaesyce maculata (L.) Small,spotted sandmat,Chamaesyce,maculata
CHNU9,Chamaesyce nutans (Lag.) Small,eyebane,Chamaesyce,nutans
CHPO6,Chamaesyce polygonifolia (L.) Small,seaside sandmat,Chamaesyce,polygonifolia
CHSE6,Chamaesyce serpyllifolia (Pers.) Small,thymeleaf sandmat,Chamaesyce,serpyllifolia
CHVE5,Chamaesyce vermiculata (Raf.) House,wormseed sandmat,Chamaesyce,vermiculata
CHAN9,Chamerion angustifolium (L.) Holub,fireweed,Chamerion,angustifolium
CHLA5,Chasmanthium latifolium (Michx.) Yates,Indian woodoats,Chasmanthium,latifolium
CHGL2,Chelone glabra L.,white turtlehead,Chelone,glabra
CHOB3,Chelone obliqua L.,red turtlehead,Chelone,obliqua
CHAL7,Chenopodium album L.,lambsquarters,Chenopodium,album
CHALS,Chenopodium album L. var. stevensii Aellen,Stevens' lambsquarters,Chenopodium,album
CHALS2,Chenopodium album L. var. striatum Krašan,lateflowering goosefoot,Chenopodium,album
CHBE4,Chenopodium berlandieri Moq.,pitseed goosefoot,Chenopodium,berlandieri
CHBEB3,Chenopodium berlandieri Moq. var. bushianum (Aellen) Cronquist,Bush's goosefoot,Chenopodium,berlandieri
CHCA4,Chenopodium capitatum (L.) Asch.,blite goosefoot,Chenopodium,capitatum
CHOV,Chenopodium overi Aellen,Over's goosefoot,Chenopodium,overi
CHPR5,Chenopodium pratericola Rydb.,desert goosefoot,Chenopodium,pratericola
CHRU,Chenopodium rubrum L.,red goosefoot,Chenopodium,rubrum
CHSA2,Chenopodium salinum Standl.,Rocky Mountain goosefoot,Chenopodium,salinum
CHSI2,Chenopodium simplex (Torr.) Raf.,mapleleaf goosefoot,Chenopodium,simplex
CHST2,Chenopodium standleyanum Aellen,Standley's goosefoot,Chenopodium,standleyanum
CHSU2,Chenopodium subglabrum (S. Watson) A. Nelson,smooth goosefoot,Chenopodium,subglabrum
CHMA3,Chimaphila maculata (L.) Pursh,striped prince's pine,Chimaphila,maculata
CHUM,Chimaphila umbellata (L.) W.P.C. Barton,pipsissewa,Chimaphila,umbellata
CHVE2,Chloris verticillata Nutt.,tumble windmill grass,Chloris,verticillata
CHAM2,Chrysosplenium americanum Schwein. ex Hook.,American golden saxifrage,Chrysosplenium,americanum
CIBU,Cicuta bulbifera L.,bulblet-bearing water hemlock,Cicuta,bulbifera
CIMA2,Cicuta maculata L.,spotted water hemlock,Cicuta,maculata
CIAR2,Cinna arundinacea L.,sweet woodreed,Cinna,arundinacea
CILA2,Cinna latifolia (Trevis. ex Goepp.) Griseb.,drooping woodreed,Cinna,latifolia
CIIN4,Circaea ×intermedia Ehrh. (pro sp.) [alpina × lutetiana],enchanter's nightshade,Circaea,×intermedia
CIAL,Circaea alpina L.,small enchanter's nightshade,Circaea,alpina
CILU,Circaea lutetiana L.,broadleaf enchanter's nightshade,Circaea,lutetiana
CIAL2,Cirsium altissimum (L.) Hill,tall thistle,Cirsium,altissimum
CIDI,Cirsium discolor (Muhl. ex Willd.) Spreng.,field thistle,Cirsium,discolor
CIFL,Cirsium flodmanii (Rydb.) Arthur,Flodman's thistle,Cirsium,flodmanii
CIHI,Cirsium hillii (Canby) Fernald,Hill's thistle,Cirsium,hillii
CIMU,Cirsium muticum Michx.,swamp thistle,Cirsium,muticum
CIPI,Cirsium pitcheri (Torr. ex Eaton) Torr. & A. Gray,sand dune thistle,Cirsium,pitcheri
CIUN,Cirsium undulatum (Nutt.) Spreng.,wavyleaf thistle,Cirsium,undulatum
CLMA,Cladium mariscoides (Muhl.) Torr.,smooth sawgrass,Cladium,mariscoides
CLCA,Claytonia caroliniana Michx.,Carolina springbeauty,Claytonia,caroliniana
CLVI3,Claytonia virginica L.,Virginia springbeauty,Claytonia,virginica
CLOC2,Clematis occidentalis (Hornem.) DC.,western blue virginsbower,Clematis,occidentalis
CLVI5,Clematis virginiana L.,devil's darning needles,Clematis,virginiana
CLSE,Cleome serrulata Pursh,Rocky Mountain beeplant,Cleome,serrulata
CLAR5,Clinopodium arkansanum (Nutt.) House,limestone calamint,Clinopodium,arkansanum
CLVU,Clinopodium vulgare L.,wild basil,Clinopodium,vulgare
CLBO3,Clintonia borealis (Aiton) Raf.,bluebead,Clintonia,borealis
COPA3,Collinsia parviflora Lindl.,maiden blue eyed Mary,Collinsia,parviflora
COVE2,Collinsia verna Nutt.,spring blue eyed Mary,Collinsia,verna
COCA4,Collinsonia canadensis L.,richweed,Collinsonia,canadensis
COLI2,Collomia linearis Nutt.,tiny trumpet,Collomia,linearis
COUM,Comandra umbellata (L.) Nutt.,bastard toadflax,Comandra,umbellata
COPA28,Comarum palustre L.,purple marshlocks,Comarum,palustre
COER,Commelina erecta L.,whitemouth dayflower,Commelina,erecta
COPE80,Comptonia peregrina (L.) J.M. Coult.,sweet fern,Comptonia,peregrina
COCH2,"Conioselinum chinense (L.) Britton, Sterns & Poggenb.",eastern hemlockparsley,Conioselinum,chinense
COCO13,Conoclinium coelestinum (L.) DC.,blue mistflower,Conoclinium,coelestinum
COAM,Conopholis americana (L.) Wallr.,American cancer-root,Conopholis,americana
COCA5,Conyza canadensis (L.) Cronquist,Canadian horseweed,Conyza,canadensis
COTR2,Coptis trifolia (L.) Salisb.,threeleaf goldthread,Coptis,trifolia
COMA25,Corallorhiza maculata (Raf.) Raf.,summer coralroot,Corallorhiza,maculata
COOD7,Corallorhiza odontorhiza (Willd.) Poir.,autumn coralroot,Corallorhiza,odontorhiza
COST19,Corallorhiza striata Lindl.,hooded coralroot,Corallorhiza,striata
COTR18,Corallorhiza trifida Chatelain,yellow coralroot,Corallorhiza,trifida
COGR5,Coreopsis grandiflora Hogg ex Sweet,largeflower tickseed,Coreopsis,grandiflora
COLA5,Coreopsis lanceolata L.,lanceleaf tickseed,Coreopsis,lanceolata
CONU3,Coreopsis nuecensis A. Heller,crown tickseed,Coreopsis,nuecensis
COPA10,Coreopsis palmata Nutt.,stiff tickseed,Coreopsis,palmata
COTI3,Coreopsis tinctoria Nutt.,golden tickseed,Coreopsis,tinctoria
COTR4,Coreopsis tripteris L.,tall tickseed,Coreopsis,tripteris
COAM8,Corispermum americanum (Nutt.) Nutt.,American bugseed,Corispermum,americanum
COFR9,Cornus ×friedlanderi W.H. Wagner [racemosa × rugosa],dogwood,Cornus,×friedlanderi
COAL2,Cornus alternifolia L. f.,alternateleaf dogwood,Cornus,alternifolia
COAM2,Cornus amomum Mill.,silky dogwood,Cornus,amomum
COCA13,Cornus canadensis L.,bunchberry dogwood,Cornus,canadensis
CODR,Cornus drummondii C.A. Mey.,roughleaf dogwood,Cornus,drummondii
COFL2,Cornus florida L.,flowering dogwood,Cornus,florida
CORA6,Cornus racemosa Lam.,gray dogwood,Cornus,racemosa
CORU,Cornus rugosa Lam.,roundleaf dogwood,Cornus,rugosa
COSE16,Cornus sericea L.,redosier dogwood,Cornus,sericea
COAU2,Corydalis aurea Willd.,scrambled eggs,Corydalis,aurea
COFL3,Corydalis flavula (Raf.) DC.,yellow fumewort,Corydalis,flavula
COSE5,Corydalis sempervirens (L.) Pers.,rock harlequin,Corydalis,sempervirens
COAM3,Corylus americana Walter,American hazelnut,Corylus,americana
COCO6,Corylus cornuta Marshall,beaked hazelnut,Corylus,cornuta
CRIM,Crataegus ×immanis Ashe (pro sp.) [chrysocarpa × pruinosa],hawthorn,Crataegus,×immanis
CRAM4,Crataegus ambitiosa Sarg.,Grand Rapids hawthorn,Crataegus,ambitiosa
CRAP4,Crataegus apiomorpha Sarg.,Fort Sheridan hawthorn,Crataegus,apiomorpha
CRAR7,Crataegus arcana Beadle,Carolina hawthorn,Crataegus,arcana
CRAT3,Crataegus ater Ashe,Nashville hawthorn,Crataegus,ater
CRBE6,Crataegus beata Sarg.,Dunbar's hawthorn,Crataegus,beata
CRBR3,Crataegus brainerdii Sarg.,Brainerd's hawthorn,Crataegus,brainerdii
CRCA,Crataegus calpodendron (Ehrh.) Medik.,pear hawthorn,Crataegus,calpodendron
CRCH,Crataegus chrysocarpa Ashe,fireberry hawthorn,Crataegus,chrysocarpa
CRCHC2,Crataegus chrysocarpa Ashe var. chrysocarpa,red haw,Crataegus,chrysocarpa
CRCO4,Crataegus coleae Sarg.,Cole's hawthorn,Crataegus,coleae
CRCO26,Crataegus compacta Sarg.,clustered hawthorn,Crataegus,compacta
CRCO7,Crataegus compta Sarg.,adorned hawthorn,Crataegus,compta
CRCO27,Crataegus corusca Sarg.,shiningbranch hawthorn,Crataegus,corusca
CRCR2,Crataegus crus-galli L.,cockspur hawthorn,Crataegus,crus-galli
CRDE3,Crataegus desueta Sarg.,New York hawthorn,Crataegus,desueta
CRDI,Crataegus dilatata Sarg.,broadleaf hawthorn,Crataegus,dilatata
CRDI4,Crataegus disperma Ashe,spreading hawthorn,Crataegus,disperma
CRDI10,Crataegus dissona Sarg.,northern hawthorn,Crataegus,dissona
CRDO3,Crataegus dodgei Ashe,Dodge's hawthorn,Crataegus,dodgei
CRDO2,Crataegus douglasii Lindl.,black hawthorn,Crataegus,douglasii
CRFL,Crataegus flabellata (Bosc ex Spach) K. Koch,fanleaf hawthorn,Crataegus,flabellata
CRFU2,Crataegus fulleriana Sarg.,Fuller's hawthorn,Crataegus,fulleriana
CRGL4,Crataegus glareosa Ashe,Port Huron hawthorn,Crataegus,glareosa
CRHO5,Crataegus holmesiana Ashe,Holmes' hawthorn,Crataegus,holmesiana
CRIN3,Crataegus intricata Lange,Copenhagen hawthorn,Crataegus,intricata
CRIR,Crataegus iracunda Beadle,stolonbearing hawthorn,Crataegus,iracunda
CRIR2,Crataegus irrasa Sarg.,Blanchard's hawthorn,Crataegus,irrasa
CRJE,Crataegus jesupii Sarg.,Jesup's hawthorn,Crataegus,jesupii
CRLU,Crataegus lucorum Sarg.,grove hawthorn,Crataegus,lucorum
CRLU3,Crataegus lumaria Ashe,roundleaf hawthorn,Crataegus,lumaria
CRMA3,Crataegus macrosperma Ashe,bigfruit hawthorn,Crataegus,macrosperma
CRMA4,Crataegus margarettiae Ashe,Margarett's hawthorn,Crataegus,margarettiae
CRMO2,Crataegus mollis Scheele,downy hawthorn,Crataegus,mollis
CRNI4,Crataegus nitidula Sarg.,Ontario hawthorn,Crataegus,nitidula
CROP3,Crataegus opulens Sarg.,Rochester hawthorn,Crataegus,opulens
CRPE,Crataegus pedicellata Sarg.,scarlet hawthorn,Crataegus,pedicellata
CRPH,Crataegus phaenopyrum (L. f.) Medik.,Washington hawthorn,Crataegus,phaenopyrum
CRPR,Crataegus pringlei Sarg.,Pringle's hawthorn,Crataegus,pringlei
CRPR5,Crataegus prona Ashe,Illinois hawthorn,Crataegus,prona
CRPR2,Crataegus pruinosa (Wendl. f.) K. Koch,waxyfruit hawthorn,Crataegus,pruinosa
CRPU,Crataegus punctata Jacq.,dotted hawthorn,Crataegus,punctata
CRSC80,Crataegus scabrida Sarg.,rough hawthorn,Crataegus,scabrida
CRSC4,Crataegus schuettei Ashe,Schuette's hawthorn,Crataegus,schuettei
CRSU2,Crataegus submollis Sarg.,Quebec hawthorn,Crataegus,submollis
CRSU3,Crataegus suborbiculata Sarg.,Caughuawaga hawthorn,Crataegus,suborbiculata
CRSU5,Crataegus succulenta Schrad. ex Link,fleshy hawthorn,Crataegus,succulenta
CRSA4,Crotalaria sagittalis L.,arrowhead rattlebox,Crotalaria,sagittalis
CRGL2,Croton glandulosus L.,vente conmigo,Croton,glandulosus
CRMO6,Croton monanthogynus Michx.,prairie tea,Croton,monanthogynus
CRAC3,Cryptogramma acrostichoides R. Br.,American rockbrake,Cryptogramma,acrostichoides
CRST2,Cryptogramma stelleri (S.G. Gmel.) Prantl,fragile rockbrake,Cryptogramma,stelleri
CRCA9,Cryptotaenia canadensis (L.) DC.,Canadian honewort,Cryptotaenia,canadensis
CUFO,Cucurbita foetidissima Kunth,Missouri gourd,Cucurbita,foetidissima
CUPE,Cucurbita pepo L.,field pumpkin,Cucurbita,pepo
CUCE,Cuscuta cephalanthi Engelm.,buttonbush dodder,Cuscuta,cephalanthi
CUCO3,Cuscuta coryli Engelm.,hazel dodder,Cuscuta,coryli
CUGL3,Cuscuta glomerata Choisy,rope dodder,Cuscuta,glomerata
CUGR,Cuscuta gronovii Willd. ex Schult.,scaldweed,Cuscuta,gronovii
CUIN,Cuscuta indecora Choisy,bigseed alfalfa dodder,Cuscuta,indecora
CUINN,Cuscuta indecora Choisy var. neuropetala (Engelm.) Hitchc.,bigseed dodder,Cuscuta,indecora
CUPE3,Cuscuta pentagona Engelm.,fiveangled dodder,Cuscuta,pentagona
CUPO,Cuscuta polygonorum Engelm.,smartweed dodder,Cuscuta,polygonorum
CYXA2,Cyclachaena xanthiifolia (Nutt.) Fresen.,carelessweed,Cyclachaena,xanthiifolia
CYAT,Cycloloma atriplicifolium (Spreng.) J.M. Coult.,winged pigweed,Cycloloma,atriplicifolium
CYVI,Cynoglossum virginianum L.,wild comfrey,Cynoglossum,virginianum
CYAC2,Cyperus acuminatus Torr. & Hook. ex Torr.,tapertip flatsedge,Cyperus,acuminatus
CYBI6,Cyperus bipartitus Torr.,slender flatsedge,Cyperus,bipartitus
CYDI3,Cyperus diandrus Torr.,umbrella flatsedge,Cyperus,diandrus
CYER2,Cyperus erythrorhizos Muhl.,redroot flatsedge,Cyperus,erythrorhizos
CYES,Cyperus esculentus L.,yellow nutsedge,Cyperus,esculentus
CYFL,Cyperus flavescens L.,yellow flatsedge,Cyperus,flavescens
CYHO,Cyperus houghtonii Torr.,Houghton's flatsedge,Cyperus,houghtonii
CYLU2,Cyperus lupulinus (Spreng.) Marcks,Great Plains flatsedge,Cyperus,lupulinus
CYOD,Cyperus odoratus L.,fragrant flatsedge,Cyperus,odoratus
CYSC3,Cyperus schweinitzii Torr.,Schweinitz's flatsedge,Cyperus,schweinitzii
CYSQ,Cyperus squarrosus L.,bearded flatsedge,Cyperus,squarrosus
CYST,Cyperus strigosus L.,strawcolored flatsedge,Cyperus,strigosus
